iteration,reward_mean,length_mean,games,loss
40000,4.5,7.5,8,0.023148812
40500,3.88,6.88,8,0.0062800255
41000,3.5,6.5,8,0.0070562214
41500,3.0,6.0,8,0.0066163763
42000,3.5,6.5,8,0.020382313
42500,4.5,7.5,8,0.005135404
43000,4.12,7.12,8,0.022202337
43500,4.12,7.12,8,0.018192144
44000,4.62,7.62,8,0.0069029722
44500,4.11,7.11,9,0.026179729
45000,6.38,9.38,8,0.012632407
45500,1.75,4.75,8,0.0047488986
46000,4.88,7.88,8,0.03173997
46500,6.12,9.12,8,0.03818634
47000,4.0,7.0,8,0.019568035
47500,2.5,5.5,8,0.0076436847
48000,4.88,7.88,8,0.008415127
48500,2.38,5.38,8,0.03007252
49000,6.12,9.12,8,0.004476434
49500,4.0,7.0,8,0.015107387
50000,3.88,6.88,8,0.011513199
50500,4.25,7.25,8,0.017240237
51000,4.38,7.38,8,0.0070384145
51500,2.12,5.12,8,0.03283592
52000,4.75,7.75,8,0.0059872475
52500,2.75,5.75,8,0.029562233
53000,4.5,7.5,8,0.029455047
53500,5.25,8.25,8,0.0036483218
54000,4.88,7.88,8,0.008983295
54500,1.12,4.12,8,0.0049705985
55000,3.75,6.75,8,0.008938369
55500,3.38,6.38,8,0.005592829
56000,5.12,8.12,8,0.020584214
56500,5.12,8.12,8,0.005340755
57000,4.0,7.0,8,0.025712276
57500,6.12,9.12,8,0.034633685
58000,5.62,8.62,8,0.004863241
58500,6.12,9.12,8,0.020969518
59000,5.75,8.75,8,0.005264577
59500,7.62,10.62,8,0.019588154
60000,6.38,9.38,8,0.0064820773
60500,2.38,5.38,8,0.02174593
61000,2.5,5.5,8,0.024899874
61500,3.88,6.88,8,0.0059117065
62000,1.5,4.5,8,0.023833629
62500,5.25,8.25,8,0.05118383
63000,2.5,5.5,8,0.022064155
63500,3.0,6.0,8,0.033798918
64000,5.75,8.75,8,0.0076694293
64500,7.25,10.25,8,0.0066955183
65000,6.75,9.75,8,0.01035495
65500,3.75,6.75,8,0.016507922
66000,3.38,6.38,8,0.031608008
66500,4.38,7.38,8,0.017057847
67000,4.25,7.25,8,0.03132123
67500,3.12,6.12,8,0.0041179047
68000,4.25,7.25,8,0.0067432323
68500,6.62,9.62,8,0.0057701226
69000,7.38,10.38,8,0.006320511
69500,3.25,6.25,8,0.006005916
70000,8.12,11.12,8,0.012023188
70500,8.0,11.0,8,0.0044407835
71000,5.88,8.88,8,0.0060490724
71500,2.62,5.62,8,0.0221149
72000,3.75,6.75,8,0.0053057084
72500,4.88,7.88,8,0.0038292317
73000,6.0,9.0,9,0.0062000733
73500,7.88,10.88,8,0.03687575
74000,9.0,12.0,8,0.025633365
74500,3.88,6.88,8,0.016229957
75000,5.12,8.12,8,0.0069974456
75500,8.12,11.12,8,0.024264513
76000,5.62,8.62,8,0.017758658
76500,3.89,6.89,9,0.048483267
77000,6.38,9.38,8,0.0298484
77500,2.5,5.5,8,0.02438412
78000,8.12,11.12,8,0.0048701335
78500,4.75,7.75,8,0.010047628
79000,4.5,7.5,8,0.030821301
79500,5.12,8.12,8,0.0049129087
80000,3.62,6.62,8,0.025511606
80500,5.38,8.38,8,0.032654483
81000,7.0,10.0,8,0.012388844
81500,7.12,10.12,8,0.041448347
82000,7.75,10.75,8,0.042957302
82500,6.88,9.88,8,0.017562218
83000,7.62,10.62,8,0.008548954
83500,7.5,10.5,8,0.019229122
84000,1.0,4.0,8,0.02342797
84500,6.25,9.25,8,0.025237713
85000,2.88,5.88,8,0.027424643
85500,4.5,7.5,8,0.03580195
86000,2.5,5.5,8,0.015182536
86500,6.12,9.12,8,0.0062531685
87000,5.75,8.75,8,0.02526857
87500,2.12,5.12,8,0.03714806
88000,2.62,5.62,8,0.030724224
88500,9.75,12.75,8,0.048762586
89000,5.38,8.38,8,0.0050273486
89500,3.75,6.75,8,0.0041870927
90000,8.0,11.0,8,0.008907194
90500,9.12,12.12,8,0.021063529
91000,6.75,9.75,8,0.005405046
91500,5.88,8.88,8,0.0069310083
92000,6.0,9.0,8,0.02988304
92500,10.38,13.38,8,0.0193697
93000,7.12,10.12,8,0.036248025
93500,7.75,10.75,8,0.036367506
94000,10.5,13.5,8,0.020500617
94500,9.12,12.12,8,0.02718981
95000,9.5,12.5,8,0.029924193
95500,6.12,9.12,8,0.027470691
96000,8.62,11.62,8,0.06897772
96500,3.25,6.25,8,0.03228991
97000,5.88,8.88,8,0.05095161
97500,1.5,4.5,8,0.012107543
98000,9.0,12.0,8,0.0050303554
98500,1.62,4.62,8,0.0039938134
99000,4.0,7.0,8,0.039977536
99500,6.12,9.12,8,0.023422495
100000,4.75,7.75,8,0.025380177
100500,9.62,12.62,8,0.0051997416
101000,7.0,10.0,8,0.028825257
101500,4.12,7.12,8,0.0069738426
102000,9.25,12.25,8,0.0049147047
102500,3.12,6.12,8,0.010751035
103000,1.75,4.75,8,0.06415575
103500,7.12,10.12,8,0.06276815
104000,5.12,8.12,8,0.0114695355
104500,7.38,10.38,8,0.0056020613
105000,6.25,9.25,8,0.053553477
105500,8.38,11.38,8,0.006586083
106000,2.75,5.75,8,0.0058944165
106500,4.62,7.62,8,0.0066394336
107000,4.38,7.38,8,0.02264523
107500,11.38,14.38,8,0.02776879
108000,1.75,4.75,8,0.006450413
108500,6.12,9.12,8,0.053565558
109000,4.38,7.38,8,0.01935271
109500,5.25,8.25,8,0.029010886
110000,9.5,12.5,8,0.0041611604
110500,6.88,9.88,8,0.025407115
111000,7.12,10.12,8,0.0049404493
111500,6.12,9.12,8,0.0059187445
112000,5.62,8.62,8,0.004536586
112500,7.5,10.5,8,0.00548272
113000,2.5,5.5,8,0.033313062
113500,4.75,7.75,8,0.0050909165
114000,-0.12,2.88,8,0.00835077
114500,7.12,10.12,8,0.007850305
115000,5.38,8.38,8,0.007999317
115500,2.88,5.88,8,0.0075485134
116000,2.88,5.88,8,0.03759314
116500,5.38,8.38,8,0.039764736
117000,4.75,7.75,8,0.0042760335
117500,3.5,6.5,8,0.030788563
118000,8.88,11.88,8,0.050688792
118500,5.38,8.38,8,0.0045671356
119000,4.75,7.75,8,0.004223761
119500,9.12,12.12,8,0.0042751026
120000,3.38,6.38,8,0.0050555943
120500,7.12,10.12,8,0.050306357
121000,10.5,13.5,8,0.006860216
121500,7.33,10.33,9,0.032678667
122000,10.12,13.12,8,0.016773015
122500,3.75,6.75,8,0.073468015
123000,7.25,10.25,8,0.003672372
123500,12.12,15.12,8,0.023459267
124000,9.62,12.62,8,0.0061125075
124500,1.88,4.88,8,0.004311506
125000,4.75,7.75,8,0.01264876
125500,6.88,9.88,8,0.0066321073
126000,6.62,9.62,8,0.005706577
126500,0.88,3.88,8,0.03354717
127000,6.62,9.62,8,0.006394798
127500,9.0,12.0,10,0.0061878418
128000,7.12,10.12,8,0.007875383
128500,1.38,4.38,8,0.009591439
129000,4.5,7.5,8,0.03147462
129500,6.38,9.38,8,0.005644409
130000,6.88,9.88,8,0.010182896
130500,11.75,14.75,8,0.058197737
131000,4.62,7.62,8,0.014834551
131500,8.25,11.25,8,0.005535216
132000,8.12,11.12,8,0.012566171
132500,9.0,12.0,8,0.005869295
133000,12.38,15.38,8,0.032991156
133500,9.0,12.0,8,0.006884186
134000,5.62,8.62,8,0.049853425
134500,6.12,9.12,8,0.0077837324
135000,7.25,10.25,8,0.0041638524
135500,4.25,7.25,8,0.029824842
136000,6.5,9.5,8,0.0035771052
136500,8.38,11.38,8,0.030342668
137000,5.75,8.75,8,0.0056298072
137500,7.5,10.5,8,0.005886527
138000,7.25,10.25,8,0.0055545177
138500,4.0,7.0,8,0.0461484
139000,12.0,15.0,8,0.02611364
139500,9.0,12.0,8,0.024120437
140000,9.12,12.12,8,0.027028846
140500,6.12,9.12,8,0.050856456
141000,10.88,13.88,8,0.0078192
141500,5.62,8.62,8,0.006526588
142000,1.62,4.62,8,0.0057958444
142500,1.75,4.75,8,0.004957172
143000,10.75,13.75,8,0.020012546
143500,13.88,16.88,8,0.004749612
144000,6.5,9.5,8,0.018999742
144500,10.62,13.62,8,0.020969441
145000,10.5,13.5,8,0.008998957
145500,5.88,8.88,8,0.005452781
146000,10.0,13.0,8,0.0059889033
146500,12.88,15.88,8,0.018204337
147000,6.62,9.62,8,0.005680121
147500,6.38,9.38,8,0.04994005
148000,9.38,12.38,8,0.05629657
148500,12.38,15.38,8,0.033883326
149000,12.25,15.25,8,0.0030508013
149500,5.75,8.75,8,0.040677574
150000,10.62,13.62,8,0.021724183
150500,6.62,9.62,8,0.03187103
151000,1.75,4.75,8,0.046571027
151500,2.25,5.25,8,0.019453712
152000,6.25,9.25,8,0.0065736216
152500,6.89,9.89,9,0.012738389
153000,6.62,9.62,8,0.0055955914
153500,5.75,8.75,8,0.007899772
154000,10.75,13.75,8,0.03776557
154500,4.88,7.88,8,0.011409062
155000,3.88,6.88,8,0.048684947
155500,8.75,11.75,8,0.004665453
156000,10.0,13.0,8,0.028245643
156500,6.12,9.12,8,0.0053502438
157000,9.62,12.62,8,0.010225042
157500,9.25,12.25,8,0.004425288
158000,10.62,13.62,8,0.00370468
158500,6.75,9.75,8,0.0053953906
159000,4.75,7.75,8,0.022862967
159500,6.62,9.62,8,0.043268498
160000,4.25,7.25,8,0.016494012
160500,4.75,7.75,8,0.0048053404
161000,9.38,12.38,8,0.007404997
161500,10.75,13.75,8,0.03089612
162000,8.12,11.12,8,0.0050452207
162500,6.5,9.5,8,0.0057428377
163000,9.25,12.25,8,0.007625982
163500,3.5,6.5,8,0.008772782
164000,6.62,9.62,8,0.024298936
164500,8.25,11.25,8,0.028337939
165000,9.12,12.12,8,0.03244002
165500,7.75,10.75,8,0.0053594387
166000,13.62,16.62,8,0.03354024
166500,6.38,9.38,8,0.006742236
167000,7.38,10.38,8,0.008997373
167500,11.25,14.25,8,0.01345106
168000,12.56,15.56,9,0.011051517
168500,10.88,13.88,8,0.033478677
169000,8.12,11.12,8,0.02955017
169500,8.5,11.5,8,0.023808107
170000,5.0,8.0,8,0.0066227796
170500,5.88,8.88,8,0.004427576
171000,2.38,5.38,8,0.031768575
171500,5.12,8.12,8,0.03520403
172000,9.0,12.0,8,0.047812946
172500,11.12,14.12,8,0.0046175863
173000,7.62,10.62,8,0.008051204
173500,10.5,13.5,8,0.014173108
174000,11.38,14.38,8,0.007431839
174500,10.12,13.12,8,0.004404956
175000,7.38,10.38,8,0.005282665
175500,6.88,9.88,8,0.0061117043
176000,8.89,11.89,9,0.0045902436
176500,8.75,11.75,8,0.02425974
177000,7.0,10.0,8,0.007831252
177500,11.88,14.88,8,0.0052874424
178000,5.75,8.75,8,0.009719276
178500,5.38,8.38,8,0.030511728
179000,8.38,11.38,8,0.025900014
179500,9.75,12.75,8,0.012204936
180000,12.25,15.25,8,0.0059864433
180500,14.0,17.0,8,0.039167058
181000,7.0,10.0,8,0.0068018916
181500,2.0,5.0,8,0.024859961
182000,10.25,13.25,8,0.008287045
182500,13.88,16.88,8,0.007969275
183000,3.38,6.38,8,0.0070316666
183500,10.38,13.38,8,0.006850642
184000,5.12,8.12,8,0.035375934
184500,8.75,11.75,8,0.0045493436
185000,12.5,15.5,8,0.09467746
185500,3.5,6.5,8,0.0067733284
186000,9.38,12.38,8,0.0061315326
186500,8.62,11.62,8,0.012372289
187000,14.38,17.38,8,0.03302475
187500,12.88,15.88,8,0.025857756
188000,9.12,12.12,8,0.0070094075
188500,7.62,10.62,8,0.0065009533
189000,11.75,14.75,8,0.017025298
189500,10.38,13.38,8,0.003798298
190000,9.88,12.88,8,0.03356622
190500,7.38,10.38,8,0.008112331
191000,10.38,13.38,8,0.0056111813
191500,9.0,12.0,8,0.013864846
192000,6.88,9.88,8,0.0060905013
192500,6.88,9.88,8,0.045179185
193000,10.88,13.88,8,0.045301903
193500,5.25,8.25,8,0.012643749
194000,15.62,18.62,8,0.005357326
194500,10.88,13.88,8,0.028507628
195000,7.75,10.75,8,0.004149098
195500,8.12,11.12,8,0.048084415
196000,3.62,6.62,8,0.0066572763
196500,6.25,9.25,8,0.017930098
197000,12.25,15.25,8,0.0054591615
197500,8.38,11.38,8,0.03842409
198000,7.5,10.5,8,0.0496598
198500,3.25,6.25,8,0.0077841273
199000,13.25,16.25,8,0.009676556
199500,8.75,11.75,8,0.05890116
200000,8.88,11.88,8,0.004544491
200500,8.44,11.44,9,0.027209101
201000,3.75,6.75,8,0.030932812
201500,8.62,11.62,8,0.0060773934
202000,4.5,7.5,8,0.007237278
202500,7.5,10.5,8,0.045518305
203000,4.38,7.38,8,0.043234996
203500,6.38,9.38,8,0.0066505875
204000,9.88,12.88,8,0.0055026985
204500,12.38,15.38,8,0.019698068
205000,8.12,11.12,8,0.0030482123
205500,3.38,6.38,8,0.007675721
206000,15.62,18.62,8,0.038655993
206500,7.12,10.12,8,0.03476817
207000,8.62,11.62,8,0.008014033
207500,4.5,7.5,8,0.018035095
208000,3.25,6.25,8,0.033562012
208500,10.5,13.5,8,0.0052996767
209000,4.5,7.5,8,0.005006998
209500,12.88,15.88,8,0.009657877
210000,9.0,12.0,8,0.02028604
210500,2.0,5.0,8,0.032199208
211000,7.5,10.5,8,0.05397865
211500,9.25,12.25,8,0.03222023
212000,6.75,9.75,8,0.006338656
212500,7.12,10.12,8,0.005333848
213000,7.0,10.0,8,0.010363746
213500,9.62,12.62,8,0.0051524662
214000,8.5,11.5,8,0.003609355
214500,12.25,15.25,8,0.00569948
215000,5.5,8.5,8,0.04388293
215500,8.25,11.25,8,0.07281103
216000,5.38,8.38,8,0.0033857946
216500,4.38,7.38,8,0.043578923
217000,7.75,10.75,8,0.036914818
217500,7.38,10.38,8,0.035388254
218000,10.75,13.75,8,0.0052261613
218500,12.0,15.0,8,0.034656707
219000,9.5,12.5,8,0.01966755
219500,5.38,8.38,8,0.038133726
220000,9.38,12.38,8,0.028499339
220500,10.12,13.12,8,0.04278128
221000,6.25,9.25,8,0.004985408
221500,3.62,6.62,8,0.033613518
222000,4.25,7.25,8,0.038168944
222500,10.88,13.88,8,0.04656163
223000,7.38,10.38,8,0.01753202
223500,12.0,15.0,8,0.00594127
224000,10.12,13.12,8,0.029908637
224500,5.0,8.0,8,0.0031210943
225000,8.75,11.75,8,0.0044969404
225500,7.0,10.0,8,0.014903954
226000,6.89,9.89,9,0.0070427377
226500,7.25,10.25,8,0.0057547255
227000,12.0,15.0,8,0.005536957
227500,12.5,15.5,8,0.0048643122
228000,13.88,16.88,8,0.008006095
228500,10.0,13.0,8,0.057610594
229000,7.0,10.0,8,0.006578742
229500,2.5,5.5,8,0.0052169547
230000,4.75,7.75,8,0.014311482
230500,10.62,13.62,8,0.0064710975
231000,10.75,13.75,8,0.028866224
231500,4.88,7.88,8,0.004986022
232000,11.12,14.12,8,0.048444167
232500,7.88,10.88,8,0.0060291556
233000,7.62,10.62,8,0.0043044137
233500,7.0,10.0,8,0.04766463
234000,10.12,13.12,8,0.031430963
234500,4.88,7.88,8,0.009709759
235000,1.75,4.75,8,0.005976577
235500,9.5,12.5,8,0.0063746925
236000,9.38,12.38,8,0.027421486
236500,4.5,7.5,8,0.0071491958
237000,14.62,17.62,8,0.01850994
237500,4.0,7.0,8,0.0072429916
238000,4.62,7.62,8,0.009049315
238500,16.25,19.25,8,0.0045251176
239000,18.12,21.12,8,0.009054457
239500,10.5,13.5,8,0.016681368
240000,9.38,12.38,8,0.015423454
240500,8.5,11.5,8,0.058519993
241000,10.62,13.62,8,0.047518644
241500,10.88,13.88,8,0.033080064
242000,10.5,13.5,8,0.0042300383
242500,7.25,10.25,8,0.0045418087
243000,9.62,12.62,8,0.028522171
243500,5.75,8.75,8,0.062296074
244000,6.38,9.38,8,0.006212516
244500,12.88,15.88,8,0.024725897
245000,7.0,10.0,8,0.013760774
245500,10.5,13.5,8,0.038854934
246000,8.12,11.12,8,0.010723967
246500,9.88,12.88,8,0.010520947
247000,9.75,12.75,8,0.06134136
247500,7.25,10.25,8,0.0045473096
248000,9.38,12.38,8,0.0060742926
248500,11.12,14.12,8,0.038670585
249000,11.25,14.25,8,0.058156434
249500,8.0,11.0,8,0.0052527124
250000,5.25,8.25,8,0.02142087
250500,4.88,7.88,8,0.0048811315
251000,13.25,16.25,8,0.007425082
251500,8.0,11.0,8,0.025427725
252000,9.38,12.38,8,0.009515086
252500,12.12,15.12,8,0.0057644816
253000,10.5,13.5,8,0.004343705
253500,10.75,13.75,8,0.058639646
254000,7.38,10.38,8,0.0025102862
254500,5.38,8.38,8,0.034283854
255000,6.0,9.0,8,0.032688078
255500,5.62,8.62,8,0.021648308
256000,8.75,11.75,8,0.022660222
256500,9.25,12.25,8,0.007479879
257000,11.0,14.0,8,0.033513382
257500,9.75,12.75,8,0.013098113
258000,12.62,15.62,8,0.00546127
258500,4.0,7.0,8,0.04591436
259000,5.88,8.88,8,0.0299532
259500,9.62,12.62,8,0.054707672
260000,9.62,12.62,8,0.016057432
260500,9.5,12.5,8,0.008887022
261000,3.88,6.88,8,0.007588381
261500,5.88,8.88,8,0.005610426
262000,9.75,12.75,8,0.007555638
262500,6.62,9.62,8,0.0057012658
263000,7.88,10.88,8,0.004969932
263500,4.12,7.12,8,0.033379853
264000,8.5,11.5,8,0.05441028
264500,16.12,19.12,8,0.010284467
265000,7.88,10.88,8,0.00830955
265500,8.62,11.62,8,0.0838111
266000,8.12,11.12,8,0.009404225
266500,5.38,8.38,8,0.008202756
267000,10.75,13.75,8,0.0026152555
267500,12.12,15.12,8,0.006405407
268000,3.25,6.25,8,0.005452951
268500,10.88,13.88,8,0.030784527
269000,5.75,8.75,8,0.033539377
269500,3.0,6.0,8,0.0038874934
270000,8.62,11.62,8,0.060554754
270500,2.75,5.75,8,0.0063655763
271000,5.62,8.62,8,0.01963741
271500,8.62,11.62,8,0.0068053026
272000,12.88,15.88,8,0.041321617
272500,12.12,15.12,8,0.032090314
273000,10.5,13.5,8,0.05578454
273500,5.5,8.5,8,0.007597052
274000,11.88,14.88,8,0.003698946
274500,5.0,8.0,8,0.016611045
275000,9.38,12.38,8,0.014463352
275500,2.62,5.62,8,0.031164942
276000,13.0,16.0,8,0.017934332
276500,7.5,10.5,8,0.0057574
277000,10.12,13.12,8,0.0058731996
277500,9.38,12.38,8,0.0049284236
278000,8.0,11.0,8,0.0043321913
278500,6.0,9.0,8,0.016489973
279000,18.0,21.0,8,0.009105414
279500,5.75,8.75,8,0.0033897716
280000,4.25,7.25,8,0.0036655422
280500,12.5,15.5,8,0.005215288
281000,11.88,14.88,8,0.016552309
281500,10.0,13.0,8,0.0068133944
282000,2.62,5.62,8,0.025193123
282500,9.25,12.25,8,0.008496682
283000,5.12,8.12,8,0.039814547
283500,6.75,9.75,8,0.01955591
284000,5.88,8.88,8,0.0052915737
284500,10.38,13.38,8,0.011884674
285000,6.5,9.5,8,0.0056954455
285500,9.38,12.38,8,0.017686563
286000,11.25,14.25,8,0.008010958
286500,8.0,11.0,8,0.03370433
287000,8.62,11.62,8,0.0045547737
287500,7.88,10.88,8,0.008943974
288000,1.75,4.75,8,0.0042345524
288500,9.62,12.62,8,0.0056510307
289000,3.38,6.38,8,0.0053239753
289500,9.88,12.88,8,0.0055374983
290000,9.75,12.75,8,0.004371387
290500,5.5,8.5,8,0.031275257
291000,10.25,13.25,8,0.006357155
291500,12.38,15.38,8,0.008269883
292000,12.0,15.0,8,0.006097474
292500,5.5,8.5,8,0.0062739416
293000,11.12,14.12,8,0.034679703
293500,14.5,17.5,8,0.039250582
294000,13.12,16.12,8,0.0036917983
294500,5.5,8.5,8,0.017152477
295000,8.5,11.5,8,0.0075271246
295500,4.38,7.38,8,0.0075921547
296000,11.62,14.62,8,0.020715319
296500,2.38,5.38,8,0.004013134
297000,8.88,11.88,8,0.0067879376
297500,7.88,10.88,8,0.0081959665
298000,9.5,12.5,8,0.024731472
298500,2.5,5.5,8,0.017161354
299000,4.11,7.11,9,0.005966644
299500,14.67,17.67,9,0.0047582192
300000,6.0,9.0,8,0.026882123
300500,6.75,9.75,8,0.0066694273
301000,15.0,18.0,8,0.024462365
301500,4.12,7.12,8,0.008937379
302000,13.0,16.0,8,0.005435952
302500,9.38,12.38,8,0.0037293201
303000,16.0,19.0,8,0.02231785
303500,6.88,9.88,8,0.007093014
304000,5.88,8.88,8,0.004677359
304500,7.12,10.12,8,0.005926576
305000,5.5,8.5,8,0.0047653597
305500,13.88,16.88,8,0.01021345
306000,13.88,16.88,8,0.008546334
306500,7.5,10.5,8,0.04243793
307000,9.12,12.12,8,0.011863092
307500,16.38,19.38,8,0.019842353
308000,10.88,13.88,8,0.006010565
308500,6.88,9.88,8,0.012250358
309000,6.5,9.5,8,0.006045023
309500,11.12,14.12,8,0.004590205
310000,9.62,12.62,8,0.015511355
310500,10.5,13.5,8,0.0034028715
311000,9.12,12.12,8,0.003752769
311500,10.25,13.25,8,0.005424186
312000,8.25,11.25,8,0.004188763
312500,4.62,7.62,8,0.0133270845
313000,16.62,19.62,8,0.004106328
313500,14.0,17.0,8,0.008196341
314000,8.25,11.25,8,0.0061473255
314500,10.5,13.5,8,0.050904892
315000,6.5,9.5,8,0.0046625733
315500,12.0,15.0,8,0.0076369564
316000,4.38,7.38,8,0.022034816
316500,10.75,13.75,8,0.03601607
317000,7.12,10.12,8,0.013995164
317500,6.75,9.75,8,0.006358887
318000,14.38,17.38,8,0.0061913696
318500,7.75,10.75,8,0.03334364
319000,15.62,18.62,8,0.004476302
319500,6.12,9.12,8,0.0042397166
320000,6.12,9.12,8,0.005193929
320500,7.25,10.25,8,0.0044583543
321000,11.38,14.38,8,0.028224995
321500,4.12,7.12,8,0.025439313
322000,6.88,9.88,8,0.004017408
322500,15.38,18.38,8,0.003520881
323000,11.12,14.12,8,0.043367326
323500,6.0,9.0,8,0.011727474
324000,11.75,14.75,8,0.008688621
324500,8.62,11.62,8,0.0058417
325000,7.5,10.5,8,0.003690144
325500,6.88,9.88,8,0.004149389
326000,7.62,10.62,8,0.008527671
326500,15.12,18.12,8,0.0074764844
327000,9.12,12.12,8,0.03137061
327500,5.0,8.0,8,0.0057173376
328000,7.0,10.0,8,0.008023454
328500,5.12,8.12,8,0.005013782
329000,15.88,18.88,8,0.004446201
329500,14.88,17.88,8,0.005533873
330000,7.25,10.25,8,0.0070366743
330500,13.62,16.62,8,0.004870884
331000,11.75,14.75,8,0.007859899
331500,11.0,14.0,8,0.032213982
332000,10.75,13.75,8,0.00324539
332500,5.38,8.38,8,0.09376532
333000,10.38,13.38,8,0.010113584
333500,9.0,12.0,8,0.037628967
334000,13.0,16.0,8,0.0071930927
334500,7.62,10.62,8,0.0056999703
335000,7.38,10.38,8,0.0077291797
335500,8.88,11.88,8,0.04010427
336000,7.12,10.12,8,0.0059480416
336500,10.5,13.5,8,0.008423268
337000,11.5,14.5,8,0.00645996
337500,17.25,20.25,8,0.0046972646
338000,8.5,11.5,8,0.0052602086
338500,10.38,13.38,8,0.013776761
339000,10.5,13.5,8,0.006084486
339500,16.38,19.38,8,0.0061980532
340000,15.25,18.25,8,0.04872745
340500,13.0,16.0,8,0.004422247
341000,2.38,5.38,8,0.003808356
341500,3.62,6.62,8,0.0069667315
342000,7.88,10.88,8,0.012140487
342500,5.12,8.12,8,0.030701537
343000,10.12,13.12,8,0.0054539787
343500,5.12,8.12,8,0.010728599
344000,14.0,17.0,8,0.0072758375
344500,6.62,9.62,8,0.023997588
345000,18.12,21.12,8,0.006582785
345500,2.88,5.88,8,0.045627587
346000,11.38,14.38,8,0.03996204
346500,7.75,10.75,8,0.009924805
347000,6.0,9.0,8,0.004193677
347500,2.62,5.62,8,0.0135204075
348000,0.25,3.25,8,0.054348677
348500,5.88,8.88,8,0.02609858
349000,18.88,21.88,8,0.0058046384
349500,16.38,19.38,8,0.03125164
350000,10.62,13.62,8,0.011139041
350500,6.62,9.62,8,0.0035352684
351000,7.25,10.25,8,0.04513222
351500,10.5,13.5,8,0.016979953
352000,11.12,14.12,8,0.0098522445
352500,2.12,5.12,8,0.04837793
353000,15.38,18.38,8,0.03743975
353500,15.25,18.25,8,0.028586866
354000,4.5,7.5,8,0.060375713
354500,9.88,12.88,8,0.004481723
355000,11.0,14.0,8,0.008723046
355500,10.22,13.22,9,0.006897545
356000,6.75,9.75,8,0.0082555935
356500,8.62,11.62,8,0.02584315
357000,9.88,12.88,8,0.0041918512
357500,2.88,5.88,8,0.042825207
358000,2.38,5.38,8,0.0059466623
358500,12.88,15.88,8,0.0056970366
359000,10.5,13.5,8,0.00422093
359500,10.75,13.75,8,0.004990981
360000,1.75,4.75,8,0.036766887
360500,3.75,6.75,8,0.006039346
361000,4.75,7.75,8,0.0057990616
361500,10.75,13.75,8,0.0050346185
